v,a,p,T,Y
125.474,0.467,36.265,800.709,0.483
125.244,0.469,36.262,800.683,0.483
125.013,0.472,36.259,800.657,0.483
124.784,0.474,36.256,800.631,0.483
124.555,0.476,36.253,800.605,0.483
124.326,0.478,36.25,800.579,0.483
124.098,0.481,36.247,800.553,0.483
123.87,0.483,36.245,800.528,0.483
123.642,0.485,36.242,800.502,0.483
123.416,0.487,36.239,800.477,0.483
123.189,0.49,36.236,800.451,0.483
122.963,0.492,36.233,800.426,0.483
122.738,0.494,36.23,800.401,0.483
122.513,0.496,36.227,800.376,0.483
122.289,0.498,36.224,800.351,0.483
122.065,0.5,36.221,800.327,0.483
121.842,0.502,36.218,800.302,0.483
121.619,0.505,36.216,800.277,0.483
121.397,0.507,36.213,800.253,0.483
121.175,0.509,36.21,800.228,0.483
120.954,0.511,36.207,800.204,0.483
120.733,0.513,36.204,800.18,0.483
120.513,0.515,36.202,800.156,0.483
120.293,0.517,36.199,800.132,0.483
120.074,0.519,36.196,800.108,0.483
119.855,0.521,36.193,800.084,0.483
119.637,0.523,36.191,800.061,0.483
119.42,0.525,36.188,800.037,0.483
119.203,0.527,36.185,800.014,0.483
118.986,0.529,36.182,799.99,0.483
118.77,0.531,36.18,799.967,0.483
118.555,0.533,36.177,799.944,0.483
118.34,0.535,36.174,799.921,0.483
118.125,0.537,36.172,799.898,0.483
117.912,0.539,36.169,799.875,0.483
117.698,0.541,36.166,799.852,0.483
117.486,0.543,36.164,799.829,0.483
117.274,0.545,36.161,799.807,0.483
117.062,0.547,36.159,799.784,0.483
116.851,0.549,36.156,799.762,0.483
116.641,0.551,36.153,799.74,0.483
116.431,0.552,36.151,799.718,0.483
116.222,0.554,36.148,799.695,0.483
116.013,0.556,36.146,799.673,0.483
115.805,0.558,36.143,799.652,0.483
115.597,0.56,36.141,799.63,0.483
115.39,0.562,36.138,799.608,0.483
115.184,0.564,36.136,799.587,0.483
114.978,0.566,36.133,799.565,0.483
114.773,0.568,36.131,799.544,0.483
114.568,0.569,36.128,799.523,0.483
114.364,0.571,36.126,799.501,0.483
114.161,0.573,36.123,799.48,0.483
113.958,0.575,36.121,799.459,0.483
113.756,0.577,36.119,799.438,0.483
113.554,0.579,36.116,799.418,0.483
113.353,0.581,36.114,799.397,0.483
113.153,0.583,36.111,799.376,0.483
112.953,0.584,36.109,799.356,0.483
112.754,0.586,36.107,799.336,0.483
112.556,0.588,36.104,799.315,0.483
112.358,0.59,36.102,799.295,0.483
112.16,0.592,36.1,799.275,0.483
111.964,0.594,36.097,799.255,0.483
111.768,0.596,36.095,799.235,0.483
111.572,0.598,36.093,799.216,0.483
111.378,0.599,36.091,799.196,0.483
111.184,0.601,36.088,799.176,0.483
110.99,0.603,36.086,799.157,0.483
110.797,0.605,36.084,799.137,0.483
110.605,0.607,36.082,799.118,0.483
110.414,0.609,36.079,799.099,0.483
110.223,0.611,36.077,799.08,0.483
110.033,0.612,36.075,799.061,0.483
109.843,0.614,36.073,799.042,0.483
109.654,0.616,36.071,799.023,0.483
109.466,0.618,36.068,799.005,0.483
109.279,0.62,36.066,798.986,0.483
109.092,0.622,36.064,798.968,0.483
108.906,0.624,36.062,798.949,0.483
108.72,0.626,36.06,798.931,0.483
108.535,0.628,36.058,798.913,0.483
108.351,0.629,36.056,798.895,0.483
108.168,0.631,36.054,798.877,0.483
107.985,0.633,36.052,798.859,0.483
107.803,0.635,36.05,798.841,0.483
107.622,0.637,36.048,798.824,0.483
107.441,0.639,36.045,798.806,0.483
107.261,0.641,36.043,798.789,0.483
107.082,0.643,36.041,798.771,0.483
106.904,0.645,36.039,798.754,0.483
106.726,0.646,36.037,798.737,0.483
106.549,0.648,36.036,798.72,0.483
106.373,0.65,36.034,798.703,0.483
106.197,0.652,36.032,798.686,0.483
106.022,0.654,36.03,798.669,0.483
105.848,0.656,36.028,798.652,0.483
105.675,0.658,36.026,798.636,0.483
105.502,0.66,36.024,798.619,0.483
105.33,0.662,36.022,798.603,0.483
105.159,0.664,36.02,798.587,0.483
104.988,0.665,36.018,798.571,0.483
104.819,0.667,36.016,798.555,0.483
104.65,0.669,36.015,798.539,0.483
104.482,0.671,36.013,798.523,0.483
104.314,0.673,36.011,798.507,0.483
104.148,0.675,36.009,798.491,0.483
103.982,0.677,36.007,798.476,0.483
103.817,0.679,36.006,798.46,0.483
103.652,0.681,36.004,798.445,0.483
103.489,0.682,36.002,798.43,0.483
103.326,0.684,36,798.414,0.483
103.164,0.686,35.998,798.399,0.483
103.003,0.688,35.997,798.384,0.483
102.842,0.69,35.995,798.37,0.483
102.683,0.692,35.993,798.355,0.483
102.524,0.694,35.992,798.34,0.483
102.366,0.695,35.99,798.326,0.483
102.209,0.697,35.988,798.311,0.483
102.052,0.699,35.987,798.297,0.483
101.897,0.701,35.985,798.282,0.483
101.742,0.703,35.983,798.268,0.483
101.588,0.705,35.982,798.254,0.483
101.435,0.706,35.98,798.24,0.483
101.283,0.708,35.978,798.226,0.483
101.131,0.71,35.977,798.213,0.483
100.981,0.712,35.975,798.199,0.483
100.831,0.714,35.974,798.185,0.483
100.682,0.715,35.972,798.172,0.483
100.534,0.717,35.971,798.158,0.483
100.386,0.719,35.969,798.145,0.483
100.24,0.72,35.968,798.132,0.483
100.094,0.722,35.966,798.119,0.483
99.95,0.724,35.965,798.106,0.483
99.806,0.726,35.963,798.093,0.483
99.663,0.727,35.962,798.08,0.483
99.52,0.729,35.96,798.068,0.483
99.379,0.73,35.959,798.055,0.483
99.239,0.732,35.957,798.043,0.483
99.099,0.734,35.956,798.03,0.483
98.961,0.735,35.954,798.018,0.483
98.823,0.737,35.953,798.006,0.483
98.686,0.738,35.952,797.994,0.483
98.55,0.74,35.95,797.982,0.483
98.415,0.741,35.949,797.97,0.483
98.28,0.743,35.947,797.958,0.483
98.147,0.744,35.946,797.946,0.483
98.015,0.746,35.945,797.935,0.483
97.883,0.747,35.943,797.923,0.483
97.753,0.749,35.942,797.912,0.483
97.623,0.75,35.941,797.9,0.483
97.494,0.751,35.94,797.889,0.483
97.366,0.753,35.938,797.878,0.483
97.239,0.754,35.937,797.867,0.483
97.113,0.755,35.936,797.856,0.483
96.988,0.757,35.934,797.845,0.483
96.864,0.758,35.933,797.835,0.483
96.741,0.759,35.932,797.824,0.483
96.618,0.76,35.931,797.814,0.483
96.497,0.761,35.93,797.803,0.483
96.377,0.762,35.928,797.793,0.483
96.257,0.763,35.927,797.783,0.483
96.139,0.764,35.926,797.773,0.483
96.021,0.765,35.925,797.763,0.483
95.904,0.766,35.924,797.753,0.483
95.789,0.767,35.923,797.743,0.483
95.674,0.768,35.921,797.733,0.483
95.56,0.769,35.92,797.724,0.483
95.448,0.77,35.919,797.714,0.483
95.336,0.771,35.918,797.705,0.483
95.225,0.772,35.917,797.695,0.483
95.115,0.772,35.916,797.686,0.483
95.006,0.773,35.915,797.677,0.483
94.898,0.774,35.914,797.668,0.483
94.792,0.774,35.913,797.659,0.483
94.686,0.775,35.912,797.65,0.483
94.581,0.775,35.911,797.642,0.483
94.477,0.776,35.91,797.633,0.483
94.374,0.776,35.909,797.625,0.483
94.272,0.777,35.908,797.616,0.483
94.171,0.777,35.907,797.608,0.483
94.071,0.777,35.906,797.6,0.483
93.972,0.778,35.905,797.591,0.483
93.874,0.778,35.904,797.583,0.483
93.778,0.778,35.903,797.575,0.483
93.682,0.778,35.902,797.568,0.483
93.587,0.778,35.901,797.56,0.483
93.493,0.778,35.901,797.552,0.483
93.4,0.778,35.9,797.545,0.483
93.309,0.778,35.899,797.537,0.483
93.218,0.778,35.898,797.53,0.483
93.128,0.778,35.897,797.523,0.483
93.04,0.778,35.896,797.516,0.483
92.952,0.778,35.896,797.509,0.483
92.865,0.777,35.895,797.502,0.483
92.78,0.777,35.894,797.495,0.483
92.696,0.777,35.893,797.488,0.483
92.612,0.776,35.892,797.481,0.483
92.53,0.776,35.892,797.475,0.483
92.448,0.775,35.891,797.469,0.483
92.368,0.774,35.89,797.462,0.483
92.289,0.774,35.889,797.456,0.483
92.211,0.773,35.889,797.45,0.483
92.134,0.772,35.888,797.444,0.483
92.058,0.771,35.887,797.438,0.483
91.983,0.77,35.887,797.432,0.483
91.909,0.769,35.886,797.426,0.483
91.836,0.768,35.885,797.421,0.483
91.765,0.767,35.885,797.415,0.483
91.694,0.766,35.884,797.41,0.483
91.625,0.765,35.883,797.404,0.483
91.556,0.764,35.883,797.399,0.483
91.489,0.762,35.882,797.394,0.483
91.423,0.761,35.882,797.389,0.483
91.357,0.759,35.881,797.384,0.483
91.293,0.758,35.881,797.379,0.483
91.23,0.756,35.88,797.374,0.483
91.168,0.755,35.879,797.369,0.483
91.108,0.753,35.879,797.365,0.483
91.048,0.751,35.878,797.36,0.483
90.989,0.749,35.878,797.356,0.483
90.932,0.747,35.877,797.352,0.483
90.876,0.745,35.877,797.348,0.483
90.82,0.743,35.876,797.344,0.483
90.766,0.741,35.876,797.34,0.483
90.713,0.739,35.876,797.336,0.483
90.661,0.737,35.875,797.332,0.483
90.61,0.735,35.875,797.328,0.483
90.561,0.732,35.874,797.325,0.483
90.512,0.73,35.874,797.321,0.483
90.465,0.727,35.873,797.318,0.483
90.418,0.725,35.873,797.315,0.483
90.373,0.722,35.873,797.311,0.483
90.329,0.719,35.872,797.308,0.483
90.286,0.717,35.872,797.305,0.483
90.244,0.714,35.872,797.302,0.483
90.203,0.711,35.871,797.3,0.483
90.164,0.708,35.871,797.297,0.483
90.125,0.705,35.871,797.294,0.483
90.088,0.702,35.87,797.292,0.483
90.052,0.699,35.87,797.289,0.483
90.017,0.695,35.87,797.287,0.483
89.983,0.692,35.87,797.285,0.483
89.95,0.689,35.869,797.283,0.483
89.918,0.685,35.869,797.281,0.483
89.888,0.682,35.869,797.279,0.483
89.858,0.678,35.869,797.277,0.483
89.83,0.674,35.869,797.275,0.483
89.803,0.671,35.868,797.274,0.483
89.777,0.667,35.868,797.272,0.483
89.752,0.663,35.868,797.271,0.483
89.728,0.659,35.868,797.27,0.483
89.706,0.655,35.868,797.268,0.483
89.685,0.651,35.868,797.267,0.483
89.664,0.647,35.868,797.266,0.483
89.645,0.643,35.867,797.265,0.483
89.627,0.638,35.867,797.265,0.483
89.61,0.634,35.867,797.264,0.483
89.595,0.63,35.867,797.263,0.483
89.58,0.625,35.867,797.263,0.483
89.567,0.621,35.867,797.262,0.483
89.555,0.616,35.867,797.262,0.483
89.544,0.611,35.867,797.262,0.483
89.534,0.607,35.867,797.262,0.483
89.525,0.602,35.867,797.262,0.483
89.517,0.597,35.867,797.262,0.483
89.511,0.592,35.867,797.262,0.483
89.505,0.587,35.867,797.262,0.483
,,,,
89.501,0.582,35.867,797.263,0.483
,,,,
89.498,0.577,35.867,797.263,0.483
118.794,NaN,35.867,797.263,NaN
113.761,NaN,35.867,797.263,NaN
109.223,NaN,35.869,797.282,NaN
104.697,NaN,35.874,797.326,NaN
100.34,NaN,35.884,797.405,NaN
96.317,NaN,35.898,797.534,NaN
92.911,NaN,35.922,797.738,NaN
90.558,NaN,35.958,798.051,NaN
89.817,NaN,36.013,798.529,NaN
90.915,NaN,36.096,799.244,NaN
93.189,NaN,36.205,800.184,NaN
95.994,NaN,36.33,801.27,NaN
98.9,NaN,36.47,802.481,NaN
101.642,NaN,36.623,803.801,NaN
104.082,NaN,36.786,805.212,NaN
106.166,NaN,36.958,806.698,NaN
107.891,NaN,37.137,808.245,NaN
109.285,NaN,37.321,809.84,NaN
110.387,NaN,37.51,811.474,NaN
111.242,NaN,37.702,813.138,NaN
111.893,NaN,37.897,814.825,NaN
112.38,NaN,38.094,816.529,NaN
112.734,NaN,38.293,818.247,NaN
112.985,NaN,38.492,819.974,NaN
113.154,NaN,38.693,821.708,NaN
113.26,NaN,38.894,823.447,NaN
113.318,NaN,39.095,825.19,NaN
113.339,NaN,39.297,826.935,NaN
113.331,NaN,39.499,828.681,NaN
113.301,NaN,39.701,830.427,NaN
113.255,NaN,39.903,832.174,NaN
113.197,NaN,40.105,833.921,NaN
113.13,NaN,40.306,835.667,NaN
113.056,NaN,40.508,837.412,NaN
112.977,NaN,40.71,839.156,NaN
112.894,NaN,40.911,840.899,NaN
112.808,NaN,41.113,842.641,NaN
112.72,NaN,41.314,844.382,NaN
112.631,NaN,41.515,846.15,NaN
112.539,NaN,41.716,847.976,NaN
112.445,NaN,41.916,849.801,NaN
112.35,NaN,42.117,851.625,NaN
112.255,NaN,42.317,853.447,NaN
112.159,NaN,42.518,855.267,NaN
112.063,NaN,42.718,857.086,NaN
111.967,NaN,42.918,858.904,NaN
111.871,NaN,43.117,860.719,NaN
111.775,NaN,43.317,862.534,NaN
111.68,NaN,43.516,864.347,NaN
111.585,NaN,43.716,866.158,NaN
111.49,NaN,43.915,867.967,NaN
111.395,NaN,44.114,869.776,NaN
111.301,NaN,44.312,871.582,NaN
111.207,NaN,44.511,873.387,NaN
111.114,NaN,44.709,875.191,NaN
111.02,NaN,44.907,876.993,NaN
110.928,NaN,45.105,878.793,NaN
110.835,NaN,45.303,880.592,NaN
110.743,NaN,45.501,882.39,NaN
110.652,NaN,45.699,884.186,NaN
110.561,NaN,45.896,885.98,NaN
110.47,NaN,46.093,887.773,NaN
110.379,NaN,46.29,889.565,NaN
110.289,NaN,46.487,891.355,NaN
110.199,NaN,46.684,893.144,NaN
110.11,NaN,46.88,894.931,NaN
110.021,NaN,47.077,896.716,NaN
109.932,NaN,47.273,898.501,NaN
109.843,NaN,47.469,900.361,NaN
109.752,NaN,47.665,902.232,NaN
109.661,NaN,47.861,904.102,NaN
109.57,NaN,48.056,905.97,NaN
109.479,NaN,48.252,907.836,NaN
109.387,NaN,48.447,909.701,NaN
109.296,NaN,48.642,911.564,NaN
109.205,NaN,48.837,913.426,NaN
109.115,NaN,49.032,915.286,NaN
109.025,NaN,49.227,917.145,NaN
108.935,NaN,49.421,919.002,NaN
108.845,NaN,49.616,920.857,NaN
108.756,NaN,49.81,922.712,NaN
108.667,NaN,50.004,924.564,NaN
108.578,NaN,50.198,926.415,NaN
108.49,NaN,50.391,928.265,NaN
108.402,NaN,50.585,930.113,NaN
108.315,NaN,50.778,931.959,NaN
108.227,NaN,50.971,933.804,NaN
108.141,NaN,51.164,935.648,NaN
108.054,NaN,51.357,937.49,NaN
107.968,NaN,51.55,939.33,NaN
107.882,NaN,51.743,941.169,NaN
107.797,NaN,51.935,943.007,NaN
107.711,NaN,52.127,944.843,NaN
107.627,NaN,52.32,946.678,NaN
107.542,NaN,52.511,948.511,NaN
107.458,NaN,52.703,950.343,NaN
107.374,NaN,52.895,952.173,NaN
107.291,NaN,53.087,954.002,NaN
107.207,NaN,53.278,955.891,NaN
107.122,NaN,53.469,957.808,NaN
107.036,NaN,53.66,959.723,NaN
106.95,NaN,53.851,961.637,NaN
106.864,NaN,54.042,963.549,NaN
106.778,NaN,54.233,965.46,NaN
106.692,NaN,54.423,967.37,NaN
,,,,
106.607,NaN,54.613,969.277,NaN
104.631,NaN,54.804,971.184,NaN
102.729,NaN,54.804,971.187,NaN
100.897,NaN,54.804,971.191,NaN
99.13,NaN,54.805,971.195,NaN
97.426,NaN,54.805,971.198,NaN
95.781,NaN,54.805,971.202,NaN
94.193,NaN,54.806,971.205,NaN
92.657,NaN,54.806,971.209,NaN
91.173,NaN,54.806,971.212,NaN
89.736,NaN,54.807,971.215,NaN
88.346,NaN,54.807,971.219,NaN
86.999,NaN,54.807,971.222,NaN
85.694,NaN,54.808,971.225,NaN
84.428,NaN,54.808,971.228,NaN
83.201,NaN,54.808,971.231,NaN
82.01,NaN,54.809,971.234,NaN
80.854,NaN,54.809,971.237,NaN
79.731,NaN,54.809,971.24,NaN
78.64,NaN,54.809,971.243,NaN
77.58,NaN,54.81,971.246,NaN
76.549,NaN,54.81,971.248,NaN
75.545,NaN,54.81,971.251,NaN
74.569,NaN,54.811,971.254,NaN
73.619,NaN,54.811,971.256,NaN
72.693,NaN,54.811,971.259,NaN
71.792,NaN,54.811,971.262,NaN
70.913,NaN,54.812,971.264,NaN
70.057,NaN,54.812,971.267,NaN
69.222,NaN,54.812,971.269,NaN
68.408,NaN,54.812,971.272,NaN
67.613,NaN,54.813,971.274,NaN
66.837,NaN,54.813,971.277,NaN
66.08,NaN,54.813,971.279,NaN
65.341,NaN,54.813,971.282,NaN
64.619,NaN,54.814,971.284,NaN
63.913,NaN,54.814,971.286,NaN
63.223,NaN,54.814,971.289,NaN
62.549,NaN,54.814,971.291,NaN
61.89,NaN,54.814,971.293,NaN
61.246,NaN,54.815,971.295,NaN
60.615,NaN,54.815,971.297,NaN
59.998,NaN,54.815,971.3,NaN
59.394,NaN,54.815,971.302,NaN
58.803,NaN,54.816,971.304,NaN
58.224,NaN,54.816,971.306,NaN
57.657,NaN,54.816,971.308,NaN
57.102,NaN,54.816,971.31,NaN
56.558,NaN,54.816,971.312,NaN
56.025,NaN,54.817,971.314,NaN
55.503,NaN,54.817,971.316,NaN
54.99,NaN,54.817,971.318,NaN
54.488,NaN,54.817,971.32,NaN
53.996,NaN,54.817,971.322,NaN
53.513,NaN,54.818,971.324,NaN
53.039,NaN,54.818,971.326,NaN
52.574,NaN,54.818,971.328,NaN
52.118,NaN,54.818,971.33,NaN
51.67,NaN,54.818,971.332,NaN
51.23,NaN,54.818,971.334,NaN
50.799,NaN,54.819,971.335,NaN
50.375,NaN,54.819,971.337,NaN
49.959,NaN,54.819,971.339,NaN
49.55,NaN,54.819,971.341,NaN
49.148,NaN,54.819,971.343,NaN
48.754,NaN,54.82,971.344,NaN
48.366,NaN,54.82,971.346,NaN
47.985,NaN,54.82,971.348,NaN
47.61,NaN,54.82,971.35,NaN
47.242,NaN,54.82,971.351,NaN
46.879,NaN,54.82,971.353,NaN
46.523,NaN,54.821,971.355,NaN
46.173,NaN,54.821,971.356,NaN
45.828,NaN,54.821,971.358,NaN
45.489,NaN,54.821,971.36,NaN
45.156,NaN,54.821,971.361,NaN
44.828,NaN,54.821,971.363,NaN
44.505,NaN,54.822,971.365,NaN
44.187,NaN,54.822,971.366,NaN
43.874,NaN,54.822,971.368,NaN
43.566,NaN,54.822,971.369,NaN
43.263,NaN,54.822,971.371,NaN
42.964,NaN,54.822,971.372,NaN
42.67,NaN,54.823,971.374,NaN
42.381,NaN,54.823,971.375,NaN
42.096,NaN,54.823,971.377,NaN
41.815,NaN,54.823,971.378,NaN
41.538,NaN,54.823,971.38,NaN
41.265,NaN,54.823,971.381,NaN
40.996,NaN,54.823,971.383,NaN
40.731,NaN,54.824,971.384,NaN
40.47,NaN,54.824,971.386,NaN
40.213,NaN,54.824,971.387,NaN
39.96,NaN,54.824,971.389,NaN
39.71,NaN,54.824,971.39,NaN
39.463,NaN,54.824,971.392,NaN
39.22,NaN,54.824,971.393,NaN
38.98,NaN,54.825,971.394,NaN
38.744,NaN,54.825,971.396,NaN
38.508,NaN,54.825,971.397,NaN
38.271,NaN,54.825,971.399,NaN
38.033,NaN,54.825,971.4,NaN
37.793,NaN,54.825,971.402,NaN
37.552,NaN,54.825,971.403,NaN
37.309,NaN,54.826,971.404,NaN
37.065,NaN,54.826,971.406,NaN
36.819,NaN,54.826,971.407,NaN
36.571,NaN,54.826,971.409,NaN
36.322,NaN,54.826,971.411,NaN
36.071,NaN,54.826,971.412,NaN
35.819,NaN,54.826,971.414,NaN
35.565,NaN,54.827,971.415,NaN
35.309,NaN,54.827,971.417,NaN
35.051,NaN,54.827,971.419,NaN
34.792,NaN,54.827,971.42,NaN
34.531,NaN,54.827,971.422,NaN
34.268,NaN,54.828,971.424,NaN
34.002,NaN,54.828,971.426,NaN
33.735,NaN,54.828,971.428,NaN
33.466,NaN,54.828,971.43,NaN
33.195,NaN,54.828,971.431,NaN
32.922,NaN,54.828,971.433,NaN
32.647,NaN,54.829,971.435,NaN
32.369,NaN,54.829,971.437,NaN
32.09,NaN,54.829,971.439,NaN
31.808,NaN,54.829,971.442,NaN
31.523,NaN,54.829,971.444,NaN
31.236,NaN,54.83,971.446,NaN
30.947,NaN,54.83,971.448,NaN
30.655,NaN,54.83,971.45,NaN
30.361,NaN,54.83,971.453,NaN
30.064,NaN,54.831,971.455,NaN
29.764,NaN,54.831,971.458,NaN
29.461,NaN,54.831,971.46,NaN
29.156,NaN,54.831,971.463,NaN
28.847,NaN,54.832,971.465,NaN
28.536,NaN,54.832,971.468,NaN
28.221,NaN,54.832,971.471,NaN
27.903,NaN,54.832,971.474,NaN
27.582,NaN,54.833,971.477,NaN
27.257,NaN,54.833,971.48,NaN
26.929,NaN,54.833,971.483,NaN
26.597,NaN,54.834,971.486,NaN
26.262,NaN,54.834,971.489,NaN
25.922,NaN,54.834,971.493,NaN
25.579,NaN,54.835,971.496,NaN
25.231,NaN,54.835,971.5,NaN
24.88,NaN,54.835,971.504,NaN
24.523,NaN,54.836,971.508,NaN
24.163,NaN,54.836,971.512,NaN
23.797,NaN,54.837,971.516,NaN
23.427,NaN,54.837,971.52,NaN
23.052,NaN,54.838,971.525,NaN
22.671,NaN,54.838,971.53,NaN
22.285,NaN,54.839,971.535,NaN
21.894,NaN,54.839,971.54,NaN
21.497,NaN,54.84,971.546,NaN
21.094,NaN,54.84,971.551,NaN
20.684,NaN,54.841,971.558,NaN
20.269,NaN,54.841,971.564,NaN
19.847,NaN,54.842,971.571,NaN
19.418,NaN,54.843,971.579,NaN
18.983,NaN,54.844,971.587,NaN
18.541,NaN,54.845,971.595,NaN
18.092,NaN,54.846,971.605,NaN
17.637,NaN,54.847,971.615,NaN
17.175,NaN,54.848,971.626,NaN
16.708,NaN,54.849,971.639,NaN
16.237,NaN,54.85,971.653,NaN
15.763,NaN,54.852,971.669,NaN
15.291,NaN,54.854,971.688,NaN
14.825,NaN,54.856,971.71,NaN
14.375,NaN,54.859,971.738,NaN
13.96,NaN,54.862,971.773,NaN
13.616,NaN,54.867,971.821,NaN
13.434,NaN,54.874,971.895,NaN
13.558,NaN,54.889,972.037,NaN
13.383,NaN,54.913,972.278,NaN
13.622,NaN,54.937,972.519,NaN
13.287,NaN,54.961,972.761,NaN
13.746,NaN,54.985,973.001,NaN
13.105,NaN,55.009,973.243,NaN
13.984,NaN,55.033,973.483,NaN
13.027,NaN,55.057,973.725,NaN
13.614,NaN,55.076,973.912,NaN
13.395,NaN,55.089,974.045,NaN
13.584,NaN,55.105,974.204,NaN
13.317,NaN,55.129,974.445,NaN
13.683,NaN,55.153,974.685,NaN
13.171,NaN,55.177,974.927,NaN
13.875,NaN,55.201,975.167,NaN
12.918,NaN,55.225,975.408,NaN
13.816,NaN,55.248,975.641,NaN
13.359,NaN,55.265,975.808,NaN
13.561,NaN,55.278,975.939,NaN
13.328,NaN,55.297,976.132,NaN
13.647,NaN,55.321,976.372,NaN
13.199,NaN,55.345,976.613,NaN
13.815,NaN,55.369,976.853,NaN
12.95,NaN,55.393,977.095,NaN
13.9,NaN,55.417,977.334,NaN
13.276,NaN,55.436,977.526,NaN
13.545,NaN,55.45,977.666,NaN
13.328,NaN,55.465,977.817,NaN
13.625,NaN,55.489,978.058,NaN
13.207,NaN,55.513,978.299,NaN
13.783,NaN,55.537,978.538,NaN
12.974,NaN,55.561,978.78,NaN
13.924,NaN,55.585,979.019,NaN
13.208,NaN,55.606,979.224,NaN
13.538,NaN,55.621,979.373,NaN
13.314,NaN,55.634,979.513,NaN
13.621,NaN,55.658,979.753,NaN
13.189,NaN,55.682,979.994,NaN
13.785,NaN,55.706,980.234,NaN
12.947,NaN,55.73,980.475,NaN
13.898,NaN,55.754,980.714,NaN
13.231,NaN,55.774,980.911,NaN
13.527,NaN,55.788,981.056,NaN
13.308,NaN,55.803,981.201,NaN
13.609,NaN,55.827,981.44,NaN
13.184,NaN,55.851,981.681,NaN
13.77,NaN,55.875,981.92,NaN
12.945,NaN,55.899,982.161,NaN
13.896,NaN,55.922,982.4,NaN
13.209,NaN,55.942,982.601,NaN
13.517,NaN,55.957,982.746,NaN
13.298,NaN,55.971,982.889,NaN
13.6,NaN,55.995,983.128,NaN
13.174,NaN,56.019,983.369,NaN
13.763,NaN,56.043,983.608,NaN
12.933,NaN,56.067,983.849,NaN
13.884,NaN,56.091,984.087,NaN
13.205,NaN,56.111,984.286,NaN
13.507,NaN,56.125,984.431,NaN
13.29,NaN,56.139,984.574,NaN
13.589,NaN,56.163,984.813,NaN
13.166,NaN,56.187,985.054,NaN
13.752,NaN,56.211,985.293,NaN
12.926,NaN,56.235,985.533,NaN
13.877,NaN,56.259,985.772,NaN
13.193,NaN,56.279,985.971,NaN
13.497,NaN,56.293,986.116,NaN
13.281,NaN,56.307,986.258,NaN
13.58,NaN,56.331,986.497,NaN
13.158,NaN,56.355,986.737,NaN
13.742,NaN,56.379,986.976,NaN
12.916,NaN,56.403,987.217,NaN
13.868,NaN,56.427,987.455,NaN
13.184,NaN,56.447,987.654,NaN
13.487,NaN,56.461,987.799,NaN
13.273,NaN,56.475,987.94,NaN
,,,,
,,,,
13.331,NaN,56.499,988.18,NaN